id,show_name,show_date,start_time,end_time,theater,section,row,seat,accessible_seat,paid,payment_method
669,et,"2010-04-12 14:42:00","2014-01-11 21:30:00","2019-06-18 13:50:00",theater1,g,669,09,true,false,cash
670,id,"2011-07-19 14:40:00","2018-08-08 03:25:00","2014-03-08 22:51:00",theater1,q,670,95,true,true,credit
671,velit,"2017-07-16 23:51:00","2013-07-00 21:28:00","2013-02-11 03:48:00",theater2,H,671,63,true,true,credit
672,morbi,"2010-08-26 14:54:00","2018-01-19 23:54:00","2016-00-02 24:50:00",theater2,W,672,41,false,false,credit
673,non,"2011-07-09 13:43:00","2011-06-06 04:54:00","2011-02-29 04:37:00",theater1,Y,673,67,true,false,cash
674,mauris,"2017-08-00 22:57:00","2015-05-03 14:56:00","2014-07-25 04:39:00",theater2,f,674,53,true,false,credit
675,magna,"2012-03-04 23:55:00","2012-02-07 12:52:00","2010-01-13 14:37:00",theater2,H,675,45,false,true,check
676,mauris,"2014-05-25 24:58:00","2010-00-07 23:11:00","2016-00-02 24:42:00",theater2,k,676,00,true,false,cash
677,diam,"2013-09-08 04:34:00","2017-04-11 02:33:00","2015-02-08 23:37:00",theater1,G,677,91,true,false,credit
678,id,"2011-03-24 13:40:00","2015-03-08 23:51:00","2011-01-01 13:40:00",theater1,I,678,30,false,true,check
679,velit,"2010-08-04 03:45:00","2013-00-00 04:26:00","2010-04-14 23:58:00",theater1,U,679,53,true,false,credit
680,suscipit,"2015-01-02 24:51:00","2014-09-09 24:54:00","2010-01-16 24:58:00",theater1,W,680,61,true,true,credit
681,vel,"2019-09-10 12:59:00","2013-08-29 14:56:00","2013-07-11 11:34:00",theater2,E,681,28,true,true,credit
682,amet,"2014-05-03 14:58:00","2015-00-13 14:56:00","2019-00-04 01:46:00",theater2,T,682,02,false,true,credit
683,purus,"2016-00-07 24:57:00","2011-04-09 23:43:00","2017-01-09 23:51:00",theater2,x,683,33,true,false,credit
684,aliquam,"2010-02-21 12:53:00","2010-07-29 04:52:00","2016-09-00 23:57:00",theater1,M,684,72,false,false,credit
685,integer,"2017-03-24 14:44:00","2015-00-25 20:49:00","2018-06-25 04:39:00",theater1,V,685,93,true,true,credit
686,semper,"2013-02-26 24:56:00","2010-00-19 02:44:00","2011-07-27 03:30:00",theater2,z,686,93,true,true,credit
687,et,"2016-04-14 13:33:00","2016-07-16 12:52:00","2017-02-20 13:17:00",theater2,C,687,51,false,false,check
688,ligula,"2013-03-25 24:50:00","2013-03-29 24:29:00","2012-09-15 13:55:00",theater1,q,688,21,true,true,credit
689,morbi,"2012-02-18 23:50:00","2011-05-20 04:53:00","2011-06-28 12:05:00",theater2,V,689,87,false,false,check
690,nullam,"2018-01-25 13:02:00","2019-02-16 24:33:00","2017-04-29 24:53:00",theater1,v,690,50,false,true,cash
691,mus,"2012-07-17 24:59:00","2017-08-27 23:49:00","2011-01-17 21:58:00",theater1,t,691,58,false,true,cash
692,nec,"2011-09-19 02:42:00","2013-00-16 24:59:00","2019-02-08 23:13:00",theater2,L,692,10,false,false,cash
693,tellus,"2015-03-00 14:14:00","2019-01-04 24:50:00","2016-08-12 24:49:00",theater1,Z,693,83,true,false,check
694,rhoncus,"2010-04-15 03:41:00","2017-09-17 20:25:00","2012-04-10 24:52:00",theater1,H,694,24,true,true,check
695,aenean,"2019-02-11 10:32:00","2019-08-19 13:55:00","2017-00-29 23:51:00",theater2,d,695,52,false,false,cash
696,blandit,"2018-00-24 24:45:00","2014-02-07 22:55:00","2015-04-25 24:58:00",theater1,S,696,92,false,false,check
697,nullam,"2019-07-24 20:58:00","2016-01-11 10:58:00","2017-08-23 24:13:00",theater2,J,697,61,true,false,credit
698,ac,"2019-00-27 12:58:00","2017-01-28 04:48:00","2012-07-26 22:53:00",theater2,w,698,59,false,false,credit
699,velit,"2018-07-17 03:50:00","2011-06-29 22:55:00","2011-01-09 04:03:00",theater2,v,699,87,false,false,check
700,facilisi,"2012-03-15 13:53:00","2015-07-06 20:51:00","2013-00-13 23:47:00",theater2,J,700,51,true,true,cash
701,elementum,"2019-06-26 23:51:00","2011-00-04 23:59:00","2012-04-11 02:53:00",theater2,B,701,14,true,true,cash
702,vestibulum,"2016-09-23 24:58:00","2018-02-04 00:50:00","2016-02-25 23:25:00",theater2,r,702,75,true,true,cash
703,magna,"2013-09-09 12:21:00","2015-03-17 03:30:00","2019-09-25 24:55:00",theater1,j,703,14,false,true,cash
704,magnis,"2010-00-21 24:30:00","2019-04-15 23:46:00","2015-02-21 03:57:00",theater2,E,704,57,true,false,credit
705,quam,"2017-08-27 24:57:00","2019-03-23 04:50:00","2015-08-29 14:30:00",theater2,A,705,59,true,false,credit
706,sit,"2015-02-14 24:55:00","2013-03-13 10:07:00","2012-03-02 24:34:00",theater2,W,706,22,true,false,credit
707,sem,"2010-05-24 20:20:00","2014-07-27 23:50:00","2019-03-13 21:53:00",theater2,B,707,79,false,true,check
708,phasellus,"2013-06-20 14:29:00","2010-01-28 24:54:00","2013-03-25 21:44:00",theater1,H,708,70,false,false,credit
709,sed,"2015-05-27 23:53:00","2011-03-27 24:40:00","2010-00-28 23:53:00",theater1,D,709,10,false,false,cash
710,non,"2013-05-17 02:56:00","2012-08-10 02:49:00","2011-07-14 23:55:00",theater2,a,710,60,true,false,check
711,penatibus,"2012-02-19 11:53:00","2014-02-09 23:49:00","2019-09-29 24:32:00",theater2,b,711,37,true,false,cash
712,maecenas,"2014-09-00 23:23:00","2013-03-02 20:57:00","2016-09-00 22:47:00",theater1,Y,712,59,true,false,cash
713,convallis,"2010-03-20 23:43:00","2018-06-21 23:37:00","2010-08-02 11:48:00",theater1,F,713,42,true,false,credit
714,augue,"2010-09-13 13:48:00","2017-09-27 12:42:00","2017-01-28 04:57:00",theater1,k,714,82,false,false,credit
715,quisque,"2016-06-12 04:54:00","2014-01-23 04:12:00","2017-01-23 02:54:00",theater2,b,715,52,false,false,credit
716,turpis,"2011-09-08 20:30:00","2018-04-29 12:53:00","2014-02-25 04:19:00",theater1,p,716,60,true,false,credit
717,leo,"2012-05-13 14:24:00","2016-00-05 21:39:00","2019-08-23 02:51:00",theater1,w,717,12,true,true,check
718,aliquet,"2014-00-20 03:43:00","2019-09-17 11:56:00","2010-06-17 22:58:00",theater1,X,718,02,false,false,check
719,mauris,"2012-02-02 13:44:00","2014-05-15 23:59:00","2015-02-03 14:57:00",theater1,n,719,09,false,false,cash
720,mattis,"2017-01-25 23:17:00","2017-06-22 23:57:00","2011-05-25 23:44:00",theater1,o,720,34,false,false,cash
721,justo,"2012-06-06 13:33:00","2011-04-22 14:52:00","2015-05-13 23:48:00",theater2,w,721,12,false,true,check
722,velit,"2012-05-26 14:53:00","2011-04-27 04:26:00","2019-03-15 24:43:00",theater1,Q,722,30,false,true,cash
723,felis,"2011-06-24 24:41:00","2011-06-11 24:52:00","2019-09-24 14:54:00",theater1,G,723,41,false,true,credit
724,sed,"2015-02-25 24:54:00","2018-07-23 03:58:00","2015-00-24 24:57:00",theater1,w,724,73,true,true,check
725,vel,"2015-02-20 14:53:00","2011-02-11 14:34:00","2010-04-28 14:53:00",theater2,F,725,15,true,true,check
726,sed,"2012-08-14 23:10:00","2016-04-01 04:19:00","2016-03-24 24:50:00",theater2,n,726,79,false,true,check
727,sapien,"2011-03-20 24:57:00","2019-00-11 23:50:00","2010-01-00 24:59:00",theater1,Y,727,37,false,false,check
728,neque,"2014-09-23 14:52:00","2011-02-12 20:58:00","2012-04-20 14:45:00",theater2,T,728,76,false,false,credit
729,lobortis,"2017-09-21 10:05:00","2011-00-22 23:49:00","2019-05-09 14:52:00",theater2,V,729,66,true,false,check
730,tristique,"2019-01-20 22:20:00","2011-01-25 12:50:00","2019-04-11 22:42:00",theater1,k,730,54,true,false,cash
731,purus,"2018-01-24 21:54:00","2011-03-22 24:41:00","2018-03-29 04:28:00",theater2,x,731,76,true,true,cash
732,odio,"2017-06-28 22:53:00","2017-00-24 22:51:00","2017-01-24 21:41:00",theater2,j,732,59,true,true,cash
733,rutrum,"2017-09-07 24:54:00","2015-01-18 23:45:00","2012-07-21 13:49:00",theater2,F,733,53,false,true,credit
734,quam,"2011-03-27 20:57:00","2013-09-19 01:47:00","2013-08-00 24:01:00",theater2,R,734,17,false,true,cash
735,sed,"2015-06-21 23:47:00","2019-04-25 22:52:00","2012-02-16 24:50:00",theater2,l,735,16,true,false,cash
736,sed,"2014-09-09 11:59:00","2015-05-11 24:53:00","2017-00-16 24:56:00",theater1,M,736,47,true,true,check
737,lectus,"2014-08-06 01:57:00","2014-03-22 22:57:00","2013-01-13 24:47:00",theater1,c,737,80,false,true,credit
738,aenean,"2019-02-16 02:46:00","2013-00-28 14:58:00","2013-07-06 03:58:00",theater2,n,738,36,true,true,check
739,nonummy,"2014-00-23 24:54:00","2010-01-09 23:59:00","2016-05-10 14:58:00",theater1,H,739,73,true,false,cash
740,nulla,"2016-01-07 23:48:00","2012-05-28 21:51:00","2013-02-00 11:29:00",theater2,C,740,19,false,true,credit
741,diam,"2013-00-09 14:48:00","2019-09-12 24:33:00","2012-07-03 24:51:00",theater2,m,741,46,false,true,cash
742,faucibus,"2019-04-09 21:55:00","2012-02-26 03:41:00","2014-05-00 00:07:00",theater2,m,742,65,false,false,credit
743,consequat,"2014-08-10 22:54:00","2016-03-23 24:50:00","2016-08-05 22:49:00",theater1,P,743,76,true,true,credit
744,sapien,"2010-09-02 03:51:00","2011-01-25 14:59:00","2019-01-29 24:31:00",theater2,m,744,16,false,false,check
745,ac,"2011-02-17 03:39:00","2014-08-27 24:09:00","2019-02-01 24:01:00",theater2,Z,745,96,true,false,credit
746,rhoncus,"2010-06-01 23:54:00","2014-04-17 03:46:00","2012-07-10 10:59:00",theater1,t,746,13,false,true,check
747,cras,"2010-00-06 24:51:00","2010-07-16 22:31:00","2010-01-25 04:01:00",theater2,k,747,45,true,false,credit
748,faucibus,"2014-07-25 24:48:00","2018-04-16 23:47:00","2015-06-22 22:57:00",theater2,S,748,15,true,true,check
749,nulla,"2012-04-28 24:48:00","2018-07-18 24:54:00","2018-06-10 22:09:00",theater2,F,749,41,false,false,credit
750,in,"2015-09-26 24:50:00","2015-02-28 21:51:00","2012-00-22 14:46:00",theater2,g,750,08,false,false,check
751,diam,"2015-08-12 20:57:00","2017-08-21 03:40:00","2013-05-29 24:53:00",theater2,r,751,97,true,false,cash
752,curae,"2012-00-28 14:40:00","2013-08-05 24:50:00","2013-02-06 03:42:00",theater2,e,752,38,true,false,credit
753,ipsum,"2016-03-23 00:21:00","2011-06-05 23:27:00","2014-03-10 03:49:00",theater1,P,753,89,false,false,credit
754,adipiscing,"2017-00-24 00:38:00","2015-04-26 04:57:00","2014-00-21 24:51:00",theater2,f,754,43,true,false,check
755,quis,"2014-04-09 22:57:00","2016-05-21 21:43:00","2017-03-11 23:46:00",theater2,i,755,13,false,true,check
756,non,"2010-07-27 04:45:00","2019-09-15 24:59:00","2018-09-04 13:41:00",theater2,S,756,83,true,false,check
757,sit,"2015-05-23 24:44:00","2016-09-23 13:52:00","2012-09-22 21:56:00",theater1,c,757,08,false,true,credit
758,sit,"2010-03-21 23:34:00","2011-07-18 24:56:00","2016-06-25 23:49:00",theater1,L,758,55,true,true,check
759,mi,"2013-05-21 14:38:00","2016-09-27 23:18:00","2012-03-23 23:40:00",theater2,s,759,99,true,false,cash
760,curae,"2017-06-00 14:36:00","2018-06-25 04:53:00","2012-01-21 21:50:00",theater1,F,760,80,false,false,credit
761,ut,"2016-03-07 12:50:00","2014-07-05 22:36:00","2015-06-26 02:50:00",theater1,g,761,05,false,true,credit
762,nibh,"2012-06-27 24:43:00","2016-01-04 03:42:00","2018-04-20 04:38:00",theater1,e,762,86,true,false,cash
763,sagittis,"2011-07-27 21:34:00","2015-01-29 23:55:00","2010-00-28 22:46:00",theater1,n,763,32,false,false,credit
764,nullam,"2018-01-26 22:35:00","2018-03-21 23:30:00","2014-01-17 03:52:00",theater1,s,764,86,false,false,check
765,sed,"2011-02-19 22:29:00","2019-01-23 24:35:00","2010-00-03 22:53:00",theater2,O,765,48,false,true,cash
766,et,"2018-08-08 23:42:00","2017-02-27 23:48:00","2010-07-03 23:53:00",theater2,O,766,50,false,false,check
767,aliquet,"2017-09-21 24:51:00","2017-09-20 02:57:00","2012-00-00 04:13:00",theater2,A,767,56,false,true,cash
768,ipsum,"2012-08-04 10:59:00","2010-00-23 21:12:00","2010-06-23 03:48:00",theater2,B,768,98,true,true,cash
769,at,"2016-02-12 24:52:00","2013-08-24 23:58:00","2010-07-07 14:35:00",theater1,l,769,07,true,false,check
770,varius,"2013-03-13 14:52:00","2015-02-04 04:19:00","2015-06-18 14:51:00",theater1,d,770,28,true,false,check
771,cubilia,"2012-02-11 24:08:00","2014-05-22 23:33:00","2011-06-27 22:58:00",theater2,R,771,32,true,false,credit
772,id,"2014-02-29 13:47:00","2016-00-08 14:50:00","2019-08-26 04:50:00",theater2,B,772,28,false,false,credit
773,hac,"2019-07-16 23:37:00","2017-02-26 23:48:00","2018-08-19 24:37:00",theater2,b,773,11,true,true,cash
774,non,"2015-03-07 23:57:00","2012-04-20 22:57:00","2013-00-05 04:54:00",theater1,N,774,44,true,true,check
775,turpis,"2018-07-09 03:42:00","2015-08-26 04:35:00","2018-09-12 20:56:00",theater2,L,775,36,true,false,cash
776,venenatis,"2019-00-26 14:58:00","2019-04-29 00:38:00","2013-03-17 22:43:00",theater2,T,776,04,false,true,cash
777,luctus,"2012-04-06 24:36:00","2011-03-25 24:39:00","2015-02-24 04:21:00",theater1,W,777,00,true,false,credit
778,vestibulum,"2018-01-09 10:54:00","2014-07-18 04:56:00","2015-01-29 21:53:00",theater1,m,778,69,true,false,cash
779,vel,"2018-05-01 24:10:00","2012-08-29 20:15:00","2010-09-24 14:42:00",theater2,h,779,66,true,false,cash
780,est,"2016-02-05 14:57:00","2010-01-20 24:58:00","2019-00-17 04:32:00",theater1,b,780,36,false,false,check
781,nulla,"2017-06-25 14:50:00","2010-06-14 24:32:00","2012-08-15 22:36:00",theater2,S,781,11,false,true,check
782,mauris,"2016-02-05 24:51:00","2017-01-29 24:55:00","2018-03-04 12:56:00",theater2,S,782,20,true,false,cash
783,vel,"2014-09-24 14:30:00","2013-00-07 12:51:00","2017-08-19 24:46:00",theater2,H,783,91,false,false,cash
784,vel,"2010-00-23 24:48:00","2016-06-21 22:56:00","2019-07-24 22:53:00",theater1,E,784,60,true,false,credit
785,massa,"2017-01-02 14:57:00","2012-09-10 24:58:00","2017-09-28 21:39:00",theater1,z,785,01,true,false,credit
786,ante,"2014-00-12 13:54:00","2015-05-28 24:41:00","2010-01-24 02:29:00",theater1,N,786,53,false,false,check
787,convallis,"2013-08-21 24:42:00","2013-04-21 04:59:00","2014-06-28 04:23:00",theater2,s,787,17,false,false,cash
788,penatibus,"2016-01-17 24:29:00","2018-07-02 20:44:00","2016-03-24 14:44:00",theater1,l,788,15,true,false,check
789,consequat,"2010-07-24 24:25:00","2018-09-06 02:48:00","2012-05-25 23:56:00",theater1,i,789,34,true,false,check
790,aliquam,"2010-05-03 20:50:00","2017-08-22 00:48:00","2012-04-13 13:54:00",theater2,Z,790,32,true,false,credit
791,libero,"2018-06-23 03:46:00","2011-06-21 22:43:00","2013-05-27 00:31:00",theater1,a,791,33,true,false,credit
792,at,"2013-05-12 22:56:00","2015-08-21 14:53:00","2014-01-17 23:54:00",theater1,s,792,60,true,true,check
793,sit,"2016-02-12 02:52:00","2012-06-24 14:48:00","2013-00-26 24:42:00",theater1,i,793,89,false,true,check
794,elementum,"2011-03-11 22:35:00","2011-01-28 13:56:00","2014-05-02 04:51:00",theater1,k,794,66,true,false,check
795,nibh,"2011-02-03 04:41:00","2012-03-26 24:41:00","2012-01-19 13:32:00",theater2,W,795,82,false,false,credit
796,magnis,"2019-04-15 14:38:00","2015-02-20 04:46:00","2013-00-24 14:56:00",theater2,V,796,87,false,true,check
797,vel,"2013-08-28 04:50:00","2013-04-23 23:43:00","2014-03-23 24:56:00",theater1,K,797,36,false,true,credit
798,nulla,"2013-04-06 22:50:00","2019-09-10 04:32:00","2018-04-01 22:58:00",theater2,M,798,43,false,false,cash
799,sapien,"2013-04-18 13:52:00","2013-03-07 24:52:00","2014-03-24 22:54:00",theater2,U,799,27,true,false,check
800,imperdiet,"2013-05-03 24:34:00","2015-00-21 24:51:00","2011-08-21 04:56:00",theater2,Z,800,46,false,false,credit
801,natoque,"2014-01-28 03:51:00","2016-06-27 03:58:00","2013-07-23 14:55:00",theater1,m,801,13,false,false,credit
802,accumsan,"2017-06-20 04:41:00","2018-06-25 24:58:00","2010-08-08 03:52:00",theater2,f,802,71,false,true,credit
803,ridiculus,"2011-06-20 14:47:00","2016-01-09 20:55:00","2011-07-24 11:44:00",theater2,V,803,48,false,false,credit
804,dolor,"2018-04-18 24:53:00","2017-01-08 24:49:00","2011-06-14 23:55:00",theater1,f,804,25,true,true,cash
805,hac,"2016-00-25 24:57:00","2015-00-16 21:53:00","2010-02-29 01:55:00",theater1,q,805,98,false,true,cash
806,amet,"2017-06-25 13:50:00","2011-05-04 21:51:00","2010-02-22 12:52:00",theater2,r,806,62,true,false,check
807,volutpat,"2013-07-22 24:59:00","2018-07-26 22:57:00","2011-09-06 21:44:00",theater1,s,807,88,true,true,cash
808,libero,"2011-03-09 00:28:00","2013-05-20 04:59:00","2016-03-06 14:50:00",theater2,i,808,30,true,false,credit
809,tincidunt,"2018-07-21 14:49:00","2011-02-17 23:58:00","2015-05-29 14:44:00",theater1,S,809,97,true,false,cash
810,nulla,"2016-07-17 24:51:00","2019-03-08 22:50:00","2014-04-08 20:47:00",theater2,b,810,99,true,false,check
811,donec,"2018-08-22 14:33:00","2013-08-20 04:23:00","2010-04-07 10:41:00",theater1,r,811,55,true,false,credit
812,morbi,"2010-02-22 24:49:00","2015-03-27 24:44:00","2010-01-24 04:52:00",theater1,B,812,60,true,false,cash
813,urna,"2013-07-17 24:02:00","2011-09-09 01:58:00","2015-08-27 24:48:00",theater1,b,813,22,false,true,credit
814,in,"2010-00-27 14:59:00","2016-07-25 24:44:00","2017-04-05 24:48:00",theater2,Y,814,79,false,true,check
815,aliquam,"2018-09-27 24:34:00","2014-07-28 24:40:00","2017-00-12 13:57:00",theater1,E,815,28,false,false,cash
816,velit,"2012-09-23 23:40:00","2015-00-20 22:10:00","2014-08-06 22:49:00",theater2,I,816,26,false,false,credit
817,consequat,"2012-05-25 22:54:00","2017-02-20 24:08:00","2011-06-13 03:09:00",theater2,H,817,13,false,false,credit
818,dapibus,"2013-00-16 24:49:00","2013-05-22 23:59:00","2012-03-05 03:20:00",theater2,P,818,54,false,false,credit
819,ipsum,"2013-07-20 04:50:00","2018-00-24 22:30:00","2017-05-08 14:40:00",theater1,v,819,40,false,false,cash
820,gravida,"2019-08-11 04:58:00","2012-08-02 24:54:00","2012-03-27 24:43:00",theater1,R,820,83,true,false,cash
821,ornare,"2010-02-12 14:54:00","2019-09-20 24:53:00","2010-05-20 24:07:00",theater2,R,821,04,false,false,credit
822,at,"2017-02-24 03:49:00","2013-07-21 14:37:00","2017-03-21 22:54:00",theater2,n,822,48,true,true,credit
823,aliquam,"2011-03-06 22:38:00","2017-03-21 04:52:00","2015-00-23 12:24:00",theater1,v,823,13,false,false,cash
824,curabitur,"2012-09-15 02:54:00","2019-02-21 24:59:00","2017-02-24 14:00:00",theater1,z,824,80,true,true,credit
825,luctus,"2012-09-04 24:53:00","2012-01-14 04:54:00","2019-08-19 23:46:00",theater1,x,825,03,false,true,credit
826,non,"2015-02-20 22:32:00","2011-06-03 03:48:00","2015-02-08 03:41:00",theater1,r,826,48,true,false,check
827,convallis,"2018-02-24 23:38:00","2013-01-21 20:41:00","2018-09-25 14:45:00",theater2,s,827,15,false,false,cash
828,vulputate,"2015-07-13 20:46:00","2018-05-21 24:40:00","2018-09-19 04:56:00",theater2,i,828,07,true,false,credit
829,quis,"2014-05-11 24:50:00","2010-06-23 24:51:00","2012-08-05 22:49:00",theater1,P,829,09,false,false,cash
830,nunc,"2015-06-20 24:49:00","2015-06-29 24:42:00","2019-02-27 14:57:00",theater2,a,830,41,true,true,check
831,enim,"2019-06-29 23:52:00","2014-01-14 02:55:00","2013-00-23 14:55:00",theater1,O,831,26,false,false,cash
832,id,"2012-02-05 24:56:00","2012-04-26 24:52:00","2012-06-19 21:51:00",theater1,y,832,99,true,false,check
833,tortor,"2013-07-19 14:16:00","2013-03-22 24:42:00","2013-07-15 23:46:00",theater1,q,833,87,true,false,credit
834,nec,"2018-06-21 04:50:00","2014-02-27 13:56:00","2019-02-23 14:57:00",theater2,k,834,62,true,false,check
835,luctus,"2018-09-02 22:56:00","2016-07-20 23:50:00","2010-04-15 04:53:00",theater1,O,835,29,true,false,credit
836,feugiat,"2015-08-25 04:50:00","2013-02-06 04:21:00","2013-06-11 24:53:00",theater1,R,836,93,true,true,cash
837,turpis,"2013-03-25 24:51:00","2012-03-28 03:51:00","2011-09-04 24:45:00",theater1,I,837,43,false,true,check
838,lobortis,"2015-05-24 24:57:00","2017-05-28 13:36:00","2018-03-24 24:41:00",theater1,q,838,80,true,false,check
839,donec,"2014-00-23 24:46:00","2010-04-16 23:51:00","2016-03-06 24:21:00",theater1,o,839,06,false,false,check
840,mauris,"2019-09-22 04:56:00","2013-09-29 24:59:00","2013-04-07 04:44:00",theater2,Q,840,08,true,false,credit
841,mi,"2018-02-17 23:40:00","2016-08-22 24:24:00","2010-06-05 14:33:00",theater1,n,841,87,true,true,check
842,molestie,"2018-07-12 14:51:00","2011-07-29 03:45:00","2014-08-23 03:57:00",theater2,D,842,13,true,false,credit
843,donec,"2011-03-25 12:53:00","2018-08-25 04:58:00","2014-03-16 13:47:00",theater1,A,843,55,false,true,cash
844,massa,"2017-00-21 12:23:00","2011-05-26 14:52:00","2019-06-24 04:25:00",theater2,c,844,80,true,false,check
845,tempus,"2010-00-22 22:54:00","2019-01-04 23:24:00","2011-02-24 23:48:00",theater2,d,845,25,true,true,cash
846,tincidunt,"2018-05-28 03:55:00","2012-01-20 14:45:00","2015-02-27 23:46:00",theater1,v,846,47,false,false,check
847,sed,"2019-06-20 23:52:00","2019-08-19 13:40:00","2014-05-07 03:58:00",theater1,K,847,07,false,false,check
848,nonummy,"2017-02-09 10:56:00","2018-05-21 00:40:00","2014-01-29 24:30:00",theater1,V,848,38,true,false,check
849,in,"2011-03-14 13:58:00","2016-06-19 24:58:00","2010-01-21 13:30:00",theater1,d,849,58,true,true,credit
850,suspendisse,"2015-01-21 24:51:00","2015-04-22 03:49:00","2010-03-13 22:29:00",theater1,a,850,25,false,false,cash
851,lorem,"2011-02-09 21:38:00","2017-04-07 24:40:00","2011-05-27 04:49:00",theater2,w,851,19,false,true,cash
852,ut,"2013-03-01 23:25:00","2013-04-25 20:45:00","2014-06-20 01:59:00",theater2,B,852,05,false,true,check
853,tristique,"2019-06-05 14:38:00","2019-02-08 24:56:00","2017-08-14 22:55:00",theater1,b,853,54,true,true,check
854,suspendisse,"2017-09-24 24:54:00","2019-01-23 23:48:00","2010-01-17 20:59:00",theater1,j,854,73,false,true,credit
855,praesent,"2012-05-20 23:57:00","2010-01-01 13:34:00","2012-04-19 24:53:00",theater1,U,855,19,true,false,cash
856,nulla,"2019-01-00 04:58:00","2019-00-23 23:50:00","2019-00-25 04:53:00",theater1,N,856,90,true,false,credit
857,vitae,"2010-05-12 12:50:00","2016-06-26 22:52:00","2019-06-22 03:31:00",theater1,y,857,52,false,true,credit
858,ultrices,"2018-07-29 24:38:00","2011-09-24 24:56:00","2016-01-26 22:44:00",theater2,W,858,75,true,true,check
859,vestibulum,"2016-08-11 24:59:00","2013-03-15 24:44:00","2014-06-11 23:57:00",theater2,n,859,74,false,true,cash
860,risus,"2015-02-26 12:46:00","2010-03-01 13:48:00","2019-04-29 23:43:00",theater2,K,860,12,true,true,cash
861,molestie,"2016-08-28 24:55:00","2018-02-05 04:39:00","2018-03-29 03:52:00",theater2,E,861,79,false,true,credit
862,id,"2016-08-22 23:52:00","2018-09-24 20:59:00","2011-00-27 04:56:00",theater1,A,862,19,true,false,cash
863,mi,"2013-07-05 14:53:00","2013-07-01 14:04:00","2015-00-24 14:47:00",theater2,A,863,86,false,false,check
864,mauris,"2012-00-22 14:57:00","2016-08-21 04:43:00","2010-09-04 13:51:00",theater2,u,864,83,false,false,credit
865,eget,"2011-00-26 24:24:00","2013-00-16 24:58:00","2018-09-01 24:44:00",theater2,r,865,41,true,false,cash
866,eros,"2019-06-17 04:40:00","2016-09-11 14:50:00","2019-03-21 20:50:00",theater2,d,866,53,true,true,cash
867,sit,"2018-09-20 21:49:00","2014-09-04 14:42:00","2012-07-09 24:20:00",theater2,A,867,41,false,true,check
868,amet,"2019-06-26 12:48:00","2014-03-18 13:58:00","2016-08-23 24:38:00",theater1,I,868,95,false,true,credit
869,ipsum,"2014-00-19 02:53:00","2012-04-29 03:56:00","2014-01-16 02:52:00",theater1,P,869,73,true,false,credit
870,sit,"2014-04-11 12:30:00","2016-08-14 14:45:00","2012-07-12 04:28:00",theater1,s,870,52,true,true,cash
871,at,"2013-03-23 04:44:00","2013-03-09 02:21:00","2019-05-15 14:46:00",theater1,O,871,36,true,false,credit
872,lacus,"2011-05-14 24:47:00","2017-01-10 23:52:00","2010-00-26 03:56:00",theater1,p,872,45,true,false,cash
873,nisl,"2017-02-29 14:08:00","2010-06-23 13:48:00","2010-04-03 24:13:00",theater2,c,873,51,true,true,credit
874,sed,"2015-06-06 24:49:00","2017-02-11 02:47:00","2015-09-09 22:50:00",theater2,K,874,85,true,false,credit
875,turpis,"2011-08-08 24:53:00","2014-01-24 13:51:00","2011-04-00 14:21:00",theater1,b,875,75,true,true,credit
876,montes,"2014-05-10 13:35:00","2019-07-16 24:34:00","2017-03-25 01:51:00",theater2,I,876,23,true,true,check
877,posuere,"2019-00-16 13:45:00","2019-05-26 24:48:00","2019-03-25 24:59:00",theater1,I,877,87,true,true,cash
878,sed,"2010-06-05 03:55:00","2018-09-11 11:57:00","2015-03-07 23:59:00",theater2,n,878,69,false,true,check
879,ultrices,"2012-05-21 23:54:00","2019-03-23 21:52:00","2011-04-10 21:51:00",theater1,Y,879,60,true,true,credit
880,donec,"2014-05-27 13:58:00","2015-06-02 14:51:00","2015-02-00 24:46:00",theater1,A,880,24,false,false,cash
881,ligula,"2018-08-25 14:52:00","2010-06-20 10:51:00","2013-03-09 14:56:00",theater1,E,881,25,true,true,check
882,in,"2011-00-15 12:59:00","2011-08-29 10:33:00","2017-01-25 24:47:00",theater2,J,882,48,true,false,credit
883,habitasse,"2019-01-07 24:36:00","2019-09-20 12:42:00","2014-05-26 24:51:00",theater1,D,883,37,false,true,check
884,donec,"2018-07-19 10:55:00","2018-00-07 24:24:00","2012-02-25 22:23:00",theater1,p,884,75,true,true,credit
885,sapien,"2010-04-17 04:57:00","2010-06-13 12:55:00","2019-09-26 14:44:00",theater2,z,885,39,true,true,cash
886,in,"2012-04-01 24:51:00","2019-09-11 13:58:00","2018-01-27 23:57:00",theater1,U,886,59,true,false,cash
887,tortor,"2010-07-26 21:41:00","2010-04-29 22:56:00","2016-07-07 24:56:00",theater1,F,887,70,false,true,credit
888,pede,"2013-05-12 14:44:00","2016-03-00 04:56:00","2015-04-28 12:57:00",theater2,r,888,58,true,true,credit
889,id,"2019-09-02 24:27:00","2013-09-02 04:21:00","2011-09-29 24:38:00",theater1,F,889,62,false,false,cash
890,rutrum,"2011-04-28 12:57:00","2016-09-20 24:55:00","2016-00-14 04:31:00",theater2,L,890,31,true,true,check
891,vestibulum,"2017-03-25 14:18:00","2010-09-05 24:54:00","2017-04-26 14:50:00",theater2,q,891,98,true,true,cash
